Ticker,Name,Exchange
DGICA,Donegal Group,NASDAQ
DGICB,Donegal Group,NASDAQ
DGII,Digi International Inc.,NASDAQ
DGLY,Digital Ally,NASDAQ
DHIL,Diamond Hill Investment Group,NASDAQ
DIOD,Diodes Inc.,NASDAQ
DJCO,Daily Journal Corp. [S.C.],NASDAQ
DLHC,Dlh Holdings Corp,NASDAQ
DLTR,Dollar Tree,NASDAQ
DMLP,Dorchester Minerals L.P.,NASDAQ
DMRC,Digimarc Corp.,NASDAQ
DORM,Dorman Products,NASDAQ
DRRX,Durect Corp.,NASDAQ
DSGX,The Descartes Systems Group Inc.,NASDAQ
DSWL,Deswell Industries,NASDAQ
DVAX,Dynavax Technologies Corp.,NASDAQ
DWSN,Dawson Geophysical Company,NASDAQ
DXCM,Dexcom,NASDAQ
DXLG,Casual Male Retail Group,NASDAQ
DXPE,Dxp Enterprises,NASDAQ
EA,Electronic Arts Inc.,NASDAQ
EBAY,Ebay Inc.,NASDAQ
EBMT,Eagle Bancorp Montana,NASDAQ
EBTC,Enterprise Bancorp Inc,NASDAQ
ECPG,Encore Capital Group Inc,NASDAQ
EDAP,Edap Tms S.A.,NASDAQ
EDUC,Educational Development Corp.,NASDAQ
EEFT,Euronet Worldwide,NASDAQ
EFSC,Enterprise Financial Services Corp.,NASDAQ
EGAN,Egain Comm Cp,NASDAQ
EHTH,Ehealth,NASDAQ
ELSE,Electro-Sensors,NASDAQ
ELTK,Eltek Ltd,NASDAQ
EML,Eastern Company,NASDAQ
ENPH,Enphase Energy Inc.,NASDAQ
ENSG,The Ensign Group,NASDAQ
ENTA,Enanta Pharmaceuticals Inc.,NASDAQ
ENTG,Entegris,NASDAQ
EQIX,Equinix,NASDAQ
ERIC,Lm Ericsson Telephone Company,NASDAQ
ERIE,Erie Indemnity Company,NASDAQ
ERII,Energy Recovery,NASDAQ
ESCA,Escalade Inc.,NASDAQ
ESEA,Euroseas Ltd,NASDAQ
ESGR,Enstar Group Limited,NASDAQ
ESLT,Elbit Systems Ltd,NASDAQ
ESPR,Esperion Therapeutics Inc.,NASDAQ
ESSA,Essa Bancorp,NASDAQ
EWBC,East West Bancorp,NASDAQ
EXAS,Exact Sciences Corp.,NASDAQ
EXEL,Exelixis,NASDAQ
EXLS,Exlservice Holdings,NASDAQ
EXPD,Expeditors International Of Washington,NASDAQ
EXPE,Expedia,NASDAQ
EXPO,Exponent,NASDAQ
EXTR,Extreme Networks,NASDAQ
EZPW,Ezcorp,NASDAQ
FANG,Diamondback Energy Inc.,NASDAQ
FARM,Farmer Brothers Company,NASDAQ
FARO,Faro Technologies,NASDAQ
FAST,Fastenal Company,NASDAQ
FBIZ,First Business Financial Services,NASDAQ
FBNC,First Bancorp,NASDAQ
FCAP,First Capital,NASDAQ
FCBC,First Community Bancshares,NASDAQ
FCCO,First Community Corp.,NASDAQ
FCEL,Fuelcell Energy,NASDAQ
FCFS,First Cash Financial Services,NASDAQ
FCNCA,First Citizens Bancshares,NASDAQ
FDUS,Fidus Investment Corporation,NASDAQ
FEIM,Frequency Electronics,NASDAQ
FELE,Franklin Electric Co.,NASDAQ
FFBC,First Financial Bancorp.,NASDAQ
FFIC,Flushing Financial Corp.,NASDAQ
FFIN,First Financial Bankshares,NASDAQ
FFIV,F5 Networks,NASDAQ
FIBK,First Interstate Bancsystem,NASDAQ
FISI,Financial Institutions,NASDAQ
FITB,Fifth Third Bancorp,NASDAQ
FIVE,Five Below Inc.,NASDAQ
FIZZ,National Beverage,NASDAQ
FLEX,Flextronics International Ltd,NASDAQ
FLIC,The First Of Long Island Corp.,NASDAQ
FLL,Full House Resorts,NASDAQ
FLWS,1-800 Flowers.Com,NASDAQ
FLXS,Flexsteel Industries,NASDAQ
FMNB,Farmers Natl Banc Corp Oh,NASDAQ
FNLC,First Bancorp Inc [Me],NASDAQ
FOLD,Amicus Therapeutics,NASDAQ
FONR,Fonar Corp.,NASDAQ
FORD,Forward Industries,NASDAQ
FORM,Formfactor,NASDAQ
FORR,Forrester Research,NASDAQ
FORTY,Formula Systems Ltd,NASDAQ
FOSL,Fossil,NASDAQ
FOX,21St Century Fox Class B,NASDAQ
FOXA,21St Century Fox Class A,NASDAQ
FOXF,Fox Factory Holding Corp.,NASDAQ
FRME,First Merchants Corp.,NASDAQ
FSBW,Fs Bancorp Inc.,NASDAQ
FSFG,First Savings Financial Group,NASDAQ
FSLR,First Solar,NASDAQ
FSTR,L.B. Foster Company,NASDAQ
FTEK,Fuel Tech,NASDAQ
FTNT,Fortinet,NASDAQ
FULT,Fulton Financial Corp.,NASDAQ
FUNC,First United Corp.,NASDAQ
FUND,Royce Focus Trust,NASDAQ
FWRD,Forward Air Corp.,NASDAQ
GABC,German American Bancorp,NASDAQ
GAIA,Gaiam,NASDAQ
GAIN,Gladstone Investment Corp.,NASDAQ
GALT,Galectin Therapeutics Inc,NASDAQ
GAME,Shanda Games Limited,NASDAQ
GASS,Stealthgas,NASDAQ
GBCI,Glacier Bancorp,NASDAQ
GBDC,Golub Capital Bdc,NASDAQ
GBLI,Global Indemnity Plc,NASDAQ
GCBC,Greene County Bancorp,NASDAQ
GEOS,Oyo Geospace Corp.,NASDAQ
GERN,Geron Corp.,NASDAQ
GEVO,Gevo,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,NASDAQ
GIFI,Gulf Island Fabrication,NASDAQ
GIGM,Gigamedia Limited,NASDAQ
GIII,G-III Apparel Group,NASDAQ
GILD,Gilead Sciences,NASDAQ
GILT,Gilat Satellite Networks Ltd,NASDAQ
GLAD,Gladstone Capital Corp.,NASDAQ
GLBS,Globus Maritime Limited,NASDAQ
GLBZ,Glen Burnie Bancorp,NASDAQ
GLDD,Great Lakes Dredge & Dock Corp.,NASDAQ
GLNG,Golar Lng Limited,NASDAQ
GLRE,Greenlight Capital Re,NASDAQ
GNTX,Gentex Corp.,NASDAQ
GOGO,Gogo Inc.,NASDAQ
GOOD,Gladstone Commercial Corp.,NASDAQ
GOODN,Gladstone Commercial Corporatio,NASDAQ
GOODO,Gladstone Commercial Corp.,NASDAQ
GOOG,Google Inc.,NASDAQ
GPOR,Gulfport Energy Corp.,NASDAQ
GPRE,Green Plains Renewable Energy,NASDAQ
GRFS,Grifols S.A.,NASDAQ
GRMN,Garmin Ltd,NASDAQ
GROW,U.S. Global Investors,NASDAQ
GRPN,Groupon Inc,NASDAQ
GRVY,Gravity Co.,NASDAQ
GSBC,Great Southern Bancorp,NASDAQ
GSIT,Gsi Technology,NASDAQ
GSM,Globe Specialty Metals Inc.,NASDAQ
GT,Goodyear Tire & Rubber Company,NASDAQ
GTIM,Good Times Restaurants Inc.,NASDAQ
GTLS,Chart Industries,NASDAQ
GURE,Gulf Resources,NASDAQ
GYRO,Gyrodyne Company Of America,NASDAQ
HAFC,Hanmi Financial Corp.,NASDAQ
HAIN,The Hain Celestial Group,NASDAQ
HALO,Halozyme Therapeutics,NASDAQ
HAS,Hasbro,NASDAQ
HBAN,Huntington Bancshares Inc.,NASDAQ
HBANP,Huntington Bancshares Inc.,NASDAQ
HBCP,Home Bancorp,NASDAQ
HBIO,Harvard Bioscience,NASDAQ
HBNC,Horizon Bancorp [In],NASDAQ
HCKT,The Hackett Group,NASDAQ
HCSG,Healthcare Services Group,NASDAQ
HDSN,Hudson Technologies,NASDAQ
HEES,H&E Equipment Services,NASDAQ
HELE,Helen Of Troy Limited,NASDAQ
HFBL,Home Federal Bancorp Inc. Of Louisiana,NASDAQ
HFWA,Heritage Financial Corp.,NASDAQ
HIFS,Hingham Institution For Savings,NASDAQ
HIHO,Highway Holdings,NASDAQ
HIMX,Himax Technologies,NASDAQ
HLIT,Harmonic Inc.,NASDAQ
HMST,Homestreet Inc.,NASDAQ
HNRG,Hallador Energy Company,NASDAQ
HOFT,Hooker Furniture Corp.,NASDAQ
HOLX,Hologic,NASDAQ
HOMB,Home Bancshares,NASDAQ
HOVNP,Hovnanian Enterprises Inc,NASDAQ
HRZN,Horizon Technology Finance Corp.,NASDAQ
HSIC,Henry Schein,NASDAQ
HSII,Heidrick & Struggles International,NASDAQ
HSON,Hudson Global Inc,NASDAQ
HSTM,Healthstream,NASDAQ
HTBK,Heritage Commerce Corp,NASDAQ
HTCO,Hickory Tech Corp.,NASDAQ
HTHT,China Lodging Group Limited,NASDAQ
HTLD,Heartland Express,NASDAQ
HUBG,Hub Group,NASDAQ
HURC,Hurco Companies,NASDAQ
HURN,Huron Consulting Group Inc.,NASDAQ
HWBK,Hawthorn Bancshares,NASDAQ
HWKN,Hawkins,NASDAQ
IART,Integra Lifesciences Holdings Corp.,NASDAQ
IBCP,Independent Bank Corp.,NASDAQ
IBKR,Interactive Brokers Group,NASDAQ
IBOC,International Bancshares Corp.,NASDAQ
ICAD,Icad Inc.,NASDAQ
ICCC,Immucell Corp.,NASDAQ
ICFI,Icf International,NASDAQ
ICLR,Icon Plc,NASDAQ
ICON,Iconix Brand Group,NASDAQ
ICUI,Icu Medical,NASDAQ
IDCC,Interdigital,NASDAQ
IDXX,Idexx Laboratories,NASDAQ
IEP,Icahn Enterprises L.P.,NASDAQ
IESC,Integrated Electrical Services,NASDAQ
III,Information Services Group,NASDAQ
IIIN,Insteel Industries,NASDAQ
ILMN,Illumina,NASDAQ
IMKTA,Ingles Markets Inc.,NASDAQ
IMMR,Immersion Corp.,NASDAQ
IMOS,Chipmos Technologies [Bermuda] Ltd,NASDAQ
INBK,First Internet Bancorp,NASDAQ
INCY,Incyte Corp.,NASDAQ
INDB,Independent Bank,NASDAQ
INFA,Informatica Corp.,NASDAQ
INOD,Innodata Isogen Inc,NASDAQ
INSM,Insmed,NASDAQ
INTC,Intel Corp.,NASDAQ
INTG,The Intergroup Corp.,NASDAQ
INTU,Intuit Inc.,NASDAQ
INVE,Identive Group,NASDAQ
IOSP,Innospec Inc.,NASDAQ
IPAR,Inter Parfums,NASDAQ
IPDN,Professional Diversity Network,NASDAQ
IPGP,Ipg Photonics Corp.,NASDAQ
IRBT,Irobot Corp.,NASDAQ
IRDM,Iridium Communications Inc,NASDAQ
IRIX,Iridex Corp.,NASDAQ
IROQ,If Bancorp Inc.,NASDAQ
IRWD,Ironwood Pharmaceuticals,NASDAQ
ISRG,Intuitive Surgical,NASDAQ
ISRL,Isramco,NASDAQ
ISSC,Innovative Solutions And Support,NASDAQ
ITIC,Investors Title Company,NASDAQ
ITRI,Itron,NASDAQ
ITRN,Ituran Location And Control Ltd,NASDAQ
JACK,Jack In The Box Inc.,NASDAQ
JAKK,Jakks Pacific,NASDAQ
JAZZ,Jazz Pharmaceuticals,NASDAQ
JBHT,J.B. Hunt Transport Services,NASDAQ
JBLU,Jetblue Airways Corp.,NASDAQ
JBSS,John B. Sanfilippo & Son,NASDAQ
JJSF,J & J Snack Foods,NASDAQ
JKHY,Jack Henry & Associates,NASDAQ
JOUT,Johnson Outdoors Inc.,NASDAQ
JSM,Slm Corp.,NASDAQ
JVA,Coffee Holding Co.,NASDAQ
KALU,Kaiser Aluminum Corp.,NASDAQ
KELYA,Kelly Services,NASDAQ
KELYB,Kelly Services,NASDAQ
KEQU,Kewaunee Scientific Corp.,NASDAQ
KFFB,Kentucky First Federal Bancorp,NASDAQ
KFRC,Kforce,NASDAQ
KINS,Kingstone Companies Inc,NASDAQ
KIRK,Kirkland's,NASDAQ
KLAC,Kla-Tencor Corp.,NASDAQ
KLIC,Kulicke And Soffa Industries,NASDAQ
KMDA,Kamada Ltd.,NASDAQ
KNDI,Kandi Technolgies,NASDAQ
KOPN,Kopin Corp.,NASDAQ
KOSS,Koss Corp.,NASDAQ
KRNY,Kearny Financial,NASDAQ
KTCC,Key Tronic Corp.,NASDAQ
KTOS,Kratos Defense & Security Solutions,NASDAQ
KVHI,Kvh Industries,NASDAQ
LAKE,Lakeland Industries,NASDAQ
LAMR,Lamar Advertising Company,NASDAQ
LANC,Lancaster Colony Corp.,NASDAQ
LAND,Gladstone Land Corporation,NASDAQ
LARK,Landmark Bancorp Inc.,NASDAQ
LBTYA,Liberty Global,NASDAQ
LBTYB,Liberty Global,NASDAQ
LBTYK,Liberty Global,NASDAQ
LCNB,Lcnb Corporation,NASDAQ
LCUT,Lifetime Brands,NASDAQ
LECO,Lincoln Electric Holdings,NASDAQ
LEDS,Semileds Corp.,NASDAQ
LFUS,Littelfuse,NASDAQ
LFVN,Lifevantage Corp,NASDAQ
LGND,Ligand Pharmaceuticals Inc.,NASDAQ
LINC,Lincoln Educational Services Corp.,NASDAQ
LINE,Linn Energy Llc,NASDAQ
LION,Fidelity Southern Corp.,NASDAQ
LIVE,Livedeal,NASDAQ
LKFN,Lakeland Financial Corp.,NASDAQ
LKQ,Lkq Corp.,NASDAQ
LMAT,Lemaitre Vascular,NASDAQ
LMNR,Limoneira Co,NASDAQ
LOAN,Manhattan Bridge Capital Inc,NASDAQ
LOGI,Logitech International S.A.,NASDAQ
LOPE,Grand Canyon Education,NASDAQ
LPLA,Lpl Investment Holdings Inc.,NASDAQ
LPSN,Liveperson,NASDAQ
LPTH,Lightpath Technologies,NASDAQ
LQDT,Liquidity Services,NASDAQ
LRCX,Lam Research Corp.,NASDAQ
LSBK,Lake Shore Bancorp,NASDAQ
LSCC,Lattice Semiconductor Corp.,NASDAQ
LSTR,Landstar System,NASDAQ
LTBR,Lightbridge Corp.,NASDAQ
LTRX,Lantronix,NASDAQ
LULU,Lululemon Athletica Inc.,NASDAQ
LWAY,Lifeway Foods,NASDAQ
LXRX,Lexicon Pharmaceuticals,NASDAQ
LYTS,Lsi Industries Inc.,NASDAQ
MANH,Manhattan Associates,NASDAQ
MARPS,Marine Petroleum Trust,NASDAQ
MASI,Masimo Corp.,NASDAQ
MAT,Mattel,NASDAQ
MATW,Matthews International Corp.,NASDAQ
MAYS,J. W. Mays,NASDAQ
MBWM,Mercantile Bank Corp.,NASDAQ
MCHP,Microchip Technology Inc.,NASDAQ
MCHX,Marchex,NASDAQ
MCRI,Monarch Casino & Resort,NASDAQ
MDLZ,Mondelez International Inc. Cl A,NASDAQ
MDXG,Mimedx Group Inc,NASDAQ
MEIP,Mei Pharma Inc,NASDAQ
MELI,Mercadolibre,NASDAQ
MEOH,Methanex Corp.,NASDAQ
MERC,Mercer International Inc.,NASDAQ
MFI,Microfinancial Inc.,NASDAQ
MGEE,Mge Energy Inc.,NASDAQ
MGIC,Magic Software Enterprises Ltd,NASDAQ
MGPI,Mgp Ingredients,NASDAQ
MGRC,Mcgrath Rentcorp,NASDAQ
MGYR,Magyar Bancorp,NASDAQ
MHLD,Maiden Hldgs Ltd,NASDAQ
MIDD,The Middleby Corp.,NASDAQ
MIND,Mitcham Industries,NASDAQ
MITK,Mitek Systems Inc,NASDAQ
MKSI,Mks Instruments,NASDAQ
MKTX,Marketaxess Holdings,NASDAQ
MLAB,Mesa Laboratories,NASDAQ
MLNK,Moduslink Global Solutions Inc,NASDAQ
MMLP,Martin Midstream Partners L.P.,NASDAQ
MMSI,Merit Medical Systems,NASDAQ
MMYT,Makemytrip Limited,NASDAQ
MNDO,Mind C.T.I. Ltd,NASDAQ
MNKD,Mannkind Corp.,NASDAQ
MNOV,Medicinova,NASDAQ
MNRO,Monro Muffler Brake,NASDAQ
MNST,Monster Beverage Corp,NASDAQ
MOFG,Midwestone Financial Group,NASDAQ
MORN,Morningstar,NASDAQ
MOVE,Move Inc,NASDAQ
MPAA,Motorcar Parts Of America,NASDAQ
MPB,Mid Penn Bancorp,NASDAQ
MPWR,Monolithic Power Systems,NASDAQ
MRCC,Monroe Capital Corporation,NASDAQ
MRCY,Mercury Computer Systems,NASDAQ
MRTN,Marten Transport,NASDAQ
MRVL,Marvell Technology Group,NASDAQ
MSEX,Middlesex Water Company,NASDAQ
MSFT,Microsoft Corp.,NASDAQ
MSTR,Microstrategy Inc.,NASDAQ
MTEX,Mannatech Inc.,NASDAQ
MTRX,Matrix Service Company,NASDAQ
MTSI,M/A-Com Technology Solutions Ho,NASDAQ
MU,Micron Technology,NASDAQ
MVIS,Microvision,NASDAQ
MYGN,Myriad Genetics,NASDAQ
MYRG,Myr Group,NASDAQ
NAII,Natural Alternatives International,NASDAQ
NATH,Nathan's Famous,NASDAQ
NATL,National Interstate Corp.,NASDAQ
NATR,Nature's Sunshine Products,NASDAQ
NBIX,Neurocrine Biosciences,NASDAQ
NBN,Northeast Bancorp,NASDAQ
NBTB,Nbt Bancorp Inc.,NASDAQ
NCLH,Norwegian Cruise Line Holdings,NASDAQ
NCMI,National Cinemedia,NASDAQ
NCTY,The9 Limited,NASDAQ
NDAQ,The Nasdaq Omx Group,NASDAQ
NDLS,Noodles & Company,NASDAQ
NDSN,Nordson Corp.,NASDAQ
NECB,Northeast Community Bancorp,NASDAQ
NEO,Neogenomics Inc,NASDAQ
NEOG,Neogen Corp.,NASDAQ
NEON,Neonode Inc.,NASDAQ
NEWT,Newtek Business Services Inc.,NASDAQ
NFBK,Northfield Bancorp,NASDAQ
NFLX,Netflix,NASDAQ
NICE,Nice-Systems Limited,NASDAQ
NINE,Ninetowns Internet Technology Group,NASDAQ
NKSH,National Bankshares,NASDAQ
NKTR,Nektar Therapeutics,NASDAQ
NNBR,Nn Inc.,NASDAQ
NRIM,Northrim Bancorp Inc,NASDAQ
NSIT,Insight Enterprises,NASDAQ
NSSC,Napco Security Technologies,NASDAQ
NSYS,Nortech Systems Inc.,NASDAQ
NTAP,Netapp,NASDAQ
NTCT,Netscout Systems,NASDAQ
NTES,Netease Inc,NASDAQ
NTGR,Netgear,NASDAQ
NTIC,Northern Technologies International,NASDAQ
NTRS,Northern Trust Corp.,NASDAQ
NTWK,Netsol Technologies Inc.,NASDAQ
NVAX,Novavax,NASDAQ
NVDA,Nvidia Corp.,NASDAQ
NVEC,Nve Corp.,NASDAQ
NVMI,Nova Measuring Instruments Ltd,NASDAQ
NWBI,Northwest Bancshares,NASDAQ
NWFL,Norwood Financial,NASDAQ
NWPX,Northwest Pipe Company,NASDAQ
NWS,News Corp Class B,NASDAQ
NWSA,News Corp Class A,NASDAQ
NXPI,Nxp Semiconductors N.V.,NASDAQ
NXST,Nexstar Broadcasting Group,NASDAQ
NYMT,New York Mortgage Trust,NASDAQ
OCC,Optical Cable Corp.,NASDAQ
OCFC,Oceanfirst Financial,NASDAQ
ODFL,Old Dominion Freight Line,NASDAQ
OFIX,Orthofix International N.V.,NASDAQ
OFLX,Omega Flex,NASDAQ
OFS,Ofs Capital Corporation,NASDAQ
OLED,Universal Display Corp.,NASDAQ
OMAB,Grupo Aeroportuario Del Centro,NASDAQ
OMCL,Omnicell,NASDAQ
OMER,Omeros Corp.,NASDAQ
OMEX,Odyssey Marine Exploration,NASDAQ
ONB,Old National Bancorp Capital,NASDAQ
ONCY,Oncolytics Biotech,NASDAQ
OPEN,Opentable,NASDAQ
OPOF,Old Point Financial Corp.,NASDAQ
ORLY,O'Reilly Automotive,NASDAQ
ORMP,Oramed Pharmaceuticl,NASDAQ
ORRF,Orrstown Financial Services Inc,NASDAQ
OSBC,Old Second Bancorp,NASDAQ
OSIS,Osi Systems,NASDAQ
OSUR,Orasure Technologies,NASDAQ
OTEX,Open Text Corp.,NASDAQ
OTTR,Otter Tail Corp.,NASDAQ
OVBC,Ohio Valley Banc,NASDAQ
OVLY,Oak Valley Bancorp [Ca],NASDAQ
OXLC,Oxford Lane Capital,NASDAQ
OXLCO,Oxford Lane Capital Corp.,NASDAQ
OXLCP,Oxford Lane Capital Corp.,NASDAQ
PAAS,Pan American Silver,NASDAQ
PACB,Pacific Biosciences Of California,NASDAQ
PAMT,Parametric Sound,NASDAQ
PATH,Nupathe Inc.,NASDAQ
PATK,Patrick Industries,NASDAQ
PAYX,Paychex,NASDAQ
PBHC,Pathfinder Bancorp,NASDAQ
PCAR,Paccar Inc.,NASDAQ
PCH,Potlatch Corp.,NASDAQ
PCRX,Pacira Pharmaceuticals,NASDAQ
PCYO,Pure Cycle Corp.,NASDAQ
PDEX,Pro-Dex,NASDAQ
PDFS,Pdf Solutions,NASDAQ
PEBK,Peoples Bancorp Of North Carolina,NASDAQ
PEBO,Peoples Bancorp Inc.,NASDAQ
PEGA,Pegasystems Inc.,NASDAQ
PENN,Penn National Gaming,NASDAQ
PERF,Perfumania Holdings Inc,NASDAQ
PERI,Perion Network Ltd,NASDAQ
PESI,Perma-Fix Environmental Services,NASDAQ
PETS,Petmed Express,NASDAQ
PFBC,Preferred Bank,NASDAQ
PFLT,Pennantpark Floating Rate Capit,NASDAQ
PGC,Peapack-Gladstone Financial Corp.,NASDAQ
PKBK,Parke Bancorp,NASDAQ
PKOH,Park-Ohio Holdings,NASDAQ
PLAB,Photronics,NASDAQ
PLBC,Plumas Bancorp,NASDAQ
PLCE,The Children's Place Retail Stores,NASDAQ
PLPC,Preformed Line Products Company,NASDAQ
PLUG,Plug Power,NASDAQ
PLUS,Eplus Inc.,NASDAQ
PLXS,Plexus,NASDAQ
PNBK,Patriot National Bancorp Inc.,NASDAQ
PNFP,Pinnacle Financial Partners,NASDAQ
PNNT,Pennantpark Investment Corp.,NASDAQ
PNRG,Primeenergy Corp.,NASDAQ
PODD,Insulet Corp.,NASDAQ
POOL,Pool Corp.,NASDAQ
POWI,Power Integrations,NASDAQ
POWL,Powell Industries,NASDAQ
PPBI,Pacific Premier Bancorp Inc,NASDAQ
PPC,Pilgrim's Pride Corp.,NASDAQ
PRAA,Portfolio Recovery Associates,NASDAQ
PRGS,Progress Software Corp.,NASDAQ
PRIM,Primoris Services Corp.,NASDAQ
PROV,Provident Financial Holdings,NASDAQ
PRPH,Prophase Labs,NASDAQ
PRTA,Prothena Corporation Plc,NASDAQ
PRTS,U.S. Auto Parts Network,NASDAQ
PSEC,Prospect Capital Corp.,NASDAQ
PSIX,Power Solutions Inte,NASDAQ
PSMT,Pricesmart,NASDAQ
PTCT,Ptc Therapeutics Inc.,NASDAQ
PTEN,Patterson-Uti Energy,NASDAQ
PTIX,Performance Technologies Inc.,NASDAQ
PWOD,Penns Woods Bancorp,NASDAQ
PXLW,Pixelworks,NASDAQ
PZZA,Papa John's International,NASDAQ
QCOM,Qualcomm Inc.,NASDAQ
QCRH,Qcr Holdings,NASDAQ
QDEL,Quidel Corp.,NASDAQ
QGEN,Qiagen N.V.,NASDAQ
QLYS,Qualys Inc.,NASDAQ
QNST,Quinstreet,NASDAQ
QQQX,Nasdaq Premium Income And Growth,NASDAQ
QUIK,Quicklogic Corp.,NASDAQ
RAIL,Freightcar America,NASDAQ
RAND,Rand Capital Corp.,NASDAQ
RBCAA,Republic Bancorp,NASDAQ
RCKY,Rocky Brands,NASDAQ
RCMT,Rcm Technologies,NASDAQ
RCON,Recon Technology,NASDAQ
RDCM,Radcom Ltd,NASDAQ
RDHL,Redhill Biopharma Ltd.,NASDAQ
RDI,Reading International Inc,NASDAQ
RDIB,Reading International Inc,NASDAQ
RDNT,Radnet,NASDAQ
RDWR,Radware Ltd,NASDAQ
REFR,Research Frontiers Inc.,NASDAQ
REGN,Regeneron Pharmaceuticals,NASDAQ
RELL,Richardson Electronics,NASDAQ
RENT,Rentrak Corp.,NASDAQ
RFIL,Rf Industries,NASDAQ
RGCO,Rgc Resources Inc.,NASDAQ
RGEN,Repligen Corp.,NASDAQ
RGLD,Royal Gold,NASDAQ
RGLS,Regulus Therapeutics Inc.,NASDAQ
RICK,Rick's Cabaret International,NASDAQ
RIGL,Rigel Pharmaceuticals,NASDAQ
RMBS,Rambus,NASDAQ
RMCF,Rocky Mountain Chocolate Factory,NASDAQ
RMTI,Rockwell Medical Technologies,NASDAQ
RNA,Prosensa Holding B.V.,NASDAQ
RNST,Renasant Corp.,NASDAQ
ROCK,Gibraltar Industries,NASDAQ
ROMA,Roma Financial Corp.,NASDAQ
ROST,Ross Stores,NASDAQ
RPRX,Repros Therapeutics Inc.,NASDAQ
RRGB,Red Robin Gourmet Burgers,NASDAQ
RUSHA,Rush Enterprises,NASDAQ
RUSHB,Rush Enterprises,NASDAQ
RVSB,Riverview Bancorp Inc,NASDAQ
RYAAY,Ryanair Holdings Plc,NASDAQ
SAFT,Safety Insurance Group,NASDAQ
SAIA,Saia,NASDAQ
SAMG,Silvercrest Asset Management Gr,NASDAQ
SANM,Sanmina-Sci Corp.,NASDAQ
SANW,S&W Seed Company,NASDAQ
SATS,Echostar Corp.,NASDAQ
SBAC,SBA Communications Corp.,NASDAQ
SBCF,Seacoast Banking Corporation Of Florida,NASDAQ
SBFG,Sb Financial Group Inc.,NASDAQ
SBGI,Sinclair Broadcast Group,NASDAQ
SBLK,Star Bulk Carriers,NASDAQ
SBRA,Sabra Healthcare REIT,NASDAQ
SBSI,Southside Bancshares,NASDAQ
SBUX,Starbucks Corp.,NASDAQ
SCHL,Scholastic Corp.,NASDAQ
SCOR,Comscore,NASDAQ
SCSC,Scansource,NASDAQ
SCVL,Shoe Carnival,NASDAQ
SEED,Origin Agritech Limited,NASDAQ
SEIC,Sei Investments Company,NASDAQ
SENEA,Seneca Foods,NASDAQ
SENEB,Seneca Foods,NASDAQ
SFBC,Sound Financial Inc,NASDAQ
SFM,Sprouts Farmers Market Inc.,NASDAQ
SFNC,Simmons First National Corp.,NASDAQ
SFST,Southern First Bancshares,NASDAQ
SGC,Superior Uniform Group,NASDAQ
SGI,Silicon Graphics International Corp,NASDAQ
SGMA,Sigmatron International,NASDAQ
SGMO,Sangamo Biosciences,NASDAQ
SGRP,Spar Group,NASDAQ
SHBI,Shore Bancshares Inc,NASDAQ
SHEN,Shenandoah Telecommunications Co,NASDAQ
SHIP,Seanergy Maritime Holdings Corp,NASDAQ
SHOO,Steven Madden,NASDAQ
SIEB,Siebert Financial,NASDAQ
SIFY,Sify Technologies Limited,NASDAQ
SIGA,Siga Technologies Inc.,NASDAQ
SIGI,Selective Insurance Group,NASDAQ
SILC,Silicom Ltd,NASDAQ
SIMO,Silicon Motion Technology Corp.,NASDAQ
SIRI,Sirius Xm Radio Inc.,NASDAQ
SKYW,Skywest,NASDAQ
SLAB,Silicon Laboratories,NASDAQ
SLGN,Silgan Holdings,NASDAQ
SLM,Slm Corp.,NASDAQ
SLMBP,Slm Corp Pfd B,NASDAQ
SLP,Simulations Plus,NASDAQ
SLRC,Solar Capital Ltd,NASDAQ
SMBC,Southern Missouri Bancorp,NASDAQ
SMCI,Super Micro Computer,NASDAQ
SMPL,Kaiser Federal Financial Group,NASDAQ
SMRT,Stein Mart,NASDAQ
SMSI,Smith Micro Software,NASDAQ
SMTC,Semtech Corp.,NASDAQ
SNCR,Synchronoss Technologies,NASDAQ
SNDK,Sandisk Corp.,NASDAQ
SNFCA,Security National Financial Corp.,NASDAQ
SNPS,Synopsys,NASDAQ
SOHO,Sotherly Hotels Inc.,NASDAQ
SOHU,Sohu.Com Inc.,NASDAQ
SPNS,Sapiens International Corporation N.V.,NASDAQ
SPRO,Smartpros Ltd,NASDAQ
SPSC,Sps Commerce,NASDAQ
SPTN,Spartan Stores,NASDAQ
SPWR,Sunpower Corp.,NASDAQ
SRCE,1St Source Corp.,NASDAQ
SRDX,Surmodics,NASDAQ
SRPT,Sarepta Therapeutics Inc,NASDAQ
SSBI,Summit State Bank,NASDAQ
SSNC,SS&C Technologies Holdings,NASDAQ
SSYS,Stratasys,NASDAQ
STAA,Staar Surgical Company,NASDAQ
STBA,S&T Bancorp,NASDAQ
STEC,Stec,NASDAQ
STEL,Stellarone Corp.,NASDAQ
STEM,Stemcells,NASDAQ
STKL,Sunopta,NASDAQ
STLD,Steel Dynamics,NASDAQ
STRA,Strayer Education,NASDAQ
STRL,Sterling Construction Company Inc,NASDAQ
STRM,Streamline Health Solutions,NASDAQ
STRS,Stratus Properties,NASDAQ
STRT,Strattec Security Corp.,NASDAQ
STX,Seagate Technology.,NASDAQ
